,x,y
978,9.9181,0.57014751
979,9.919550000000001,0.58841562
980,9.921,0.5480963600000001
981,9.92245,0.53932369
982,9.9239,0.57922071
983,9.92535,0.59975171
984,9.9268,0.51232481
985,9.92825,0.4143075
986,9.9297,0.47551537
987,9.93115,0.5927218200000001
988,9.9326,0.59605938
989,9.93405,0.57230335
990,9.9355,0.60934222
991,9.93695,0.63221163
992,9.9384,0.58834428
993,9.93985,0.54371703
994,9.9413,0.5708008999999999
995,9.94275,0.59797716
996,9.9442,0.57787341
997,9.94565,0.57313347
998,9.9471,0.5997023
999,9.948550000000001,0.64072591
1000,9.95,0.63750297
1001,9.95145,0.54765129
1002,9.9529,0.49108616
1003,9.95435,0.54014874
1004,9.9558,0.5678197700000001
1005,9.95725,0.56024653
1006,9.9587,0.60185915
1007,9.96015,0.63828421
1008,9.9616,0.59194148
1009,9.96305,0.5058569900000001
1010,9.9645,0.50349897
1011,9.96595,0.56083947
1012,9.9674,0.57905716
1013,9.96885,0.5863192700000001
1014,9.9703,0.60872942
1015,9.97175,0.64775002
1016,9.9732,0.68288273
1017,9.97465,0.67335153
1018,9.9761,0.61345732
1019,9.97755,0.5612067
1020,9.979,0.58145016
1021,9.98045,0.61443651
1022,9.9819,0.63289851
1023,9.98335,0.67562884
1024,9.9848,0.7065619200000001
1025,9.98625,0.6856655500000001
1026,9.9877,0.66099381
1027,9.98915,0.65312135
1028,9.9906,0.62088358
1029,9.99205,0.59278548
1030,9.993500000000001,0.59744138
1031,9.99495,0.57481664
1032,9.9964,0.51671612
